field,campaign_canonical,campaign_code,campaign_raw,campaign_year,well_raw,well_canonical,level_2,level_3,level_4,level_5,pricing_basis,unit_price_basis,quantity_value,unit_price_usd,actual_cost_usd,actual_depth_ft,actual_days,npt_days,active_operational_days,data_quality_flag,source_workbook,source_sheet,source_row_key
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,22.625000,3282.876022,74275.070000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,760
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,22.770833,1678.000098,38209.460000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,761
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,17.958333,5185.911187,93130.320000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,762
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,50.229167,2157.323055,108360.540000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,763
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,18.833333,2835.730670,53406.260000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,764
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,771
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,22.625000,3153.591160,71350.000000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,766
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,22.770833,3085.086962,70250.000000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,767
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,17.958333,2770.301676,49750.000000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,768
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,50.229167,2191.953532,110100.000000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,769
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,18.833333,2585.840754,48700.000000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,770
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,777
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,22.625000,28165.812155,637251.500000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,772
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,22.770833,19534.660853,444820.500000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,773
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,17.958333,18749.373898,336707.500000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,774
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,50.229167,13894.247938,697896.500000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,775
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,18.833333,16734.557818,315167.500000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,776
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,NDT Inspection,active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,783
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,NDT Inspection,active_day_rate,active_operational_day,22.625000,1509.240663,34146.570000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,778
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,NDT Inspection,active_day_rate,active_operational_day,22.770833,1781.086796,40556.830000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,779
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,NDT Inspection,active_day_rate,active_operational_day,17.958333,1214.569303,21811.640000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,780
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,NDT Inspection,active_day_rate,active_operational_day,50.229167,1223.191298,61439.880000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,781
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,NDT Inspection,active_day_rate,active_operational_day,18.833333,929.688866,17509.140000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,782
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,Open Hole Electrical Logging Service,active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,789
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,Open Hole Electrical Logging Service,active_day_rate,active_operational_day,22.625000,0.000000,0.000000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,784
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,Open Hole Electrical Logging Service,active_day_rate,active_operational_day,22.770833,10961.390828,249600.000000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,785
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,Open Hole Electrical Logging Service,active_day_rate,active_operational_day,17.958333,0.000000,0.000000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,786
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,Open Hole Electrical Logging Service,active_day_rate,active_operational_day,50.229167,11380.941277,571655.200000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,787
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,Open Hole Electrical Logging Service,active_day_rate,active_operational_day,18.833333,0.000000,0.000000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,788
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,795
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,22.625000,0.000000,0.000000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,790
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,22.770833,827.810735,18849.940000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,791
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,17.958333,634.014304,11385.840000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,792
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,50.229167,308.413835,15491.370000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,793
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,18.833333,408.939299,7701.690000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,794
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,Rig Inspection,active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,801
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,Rig Inspection,active_day_rate,active_operational_day,22.625000,0.000000,0.000000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,796
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,Rig Inspection,active_day_rate,active_operational_day,22.770833,0.000000,0.000000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,797
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,Rig Inspection,active_day_rate,active_operational_day,17.958333,0.000000,0.000000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,798
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,Rig Inspection,active_day_rate,active_operational_day,50.229167,0.000000,0.000000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,799
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,Rig Inspection,active_day_rate,active_operational_day,18.833333,0.000000,0.000000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,800
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,807
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,22.625000,66.298343,1500.000000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,802
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,22.770833,65.873743,1500.000000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,803
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,17.958333,83.526684,1500.000000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,804
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,50.229167,29.863127,1500.000000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,805
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,18.833333,79.646019,1500.000000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,806
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,813
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,22.625000,4436.762431,100381.750000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,808
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,22.770833,4428.783523,100847.090000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,809
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,17.958333,3809.149769,68405.980000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,810
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,50.229167,2315.384804,116299.850000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,811
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,18.833333,2822.178634,53151.030000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,812
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,Vehicle Inspection,active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,819
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,Vehicle Inspection,active_day_rate,active_operational_day,22.625000,0.000000,0.000000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,814
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,Vehicle Inspection,active_day_rate,active_operational_day,22.770833,0.000000,0.000000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,815
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,Vehicle Inspection,active_day_rate,active_operational_day,17.958333,0.000000,0.000000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,816
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,Vehicle Inspection,active_day_rate,active_operational_day,50.229167,0.000000,0.000000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,817
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,Vehicle Inspection,active_day_rate,active_operational_day,18.833333,0.000000,0.000000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,818
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Drilling Cost,Well Cost,Services,Welding Service,active_day_rate,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,825
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-53,DRJ-53,Drilling Cost,Well Cost,Services,Welding Service,active_day_rate,active_operational_day,22.625000,513.556685,11619.220000,6500.000000,22.770833,0.145833,22.625000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,820
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-54,DRJ-54,Drilling Cost,Well Cost,Services,Welding Service,active_day_rate,active_operational_day,22.770833,725.673936,16524.200000,6014.000000,29.687500,6.916667,22.770833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,821
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-55,DRJ-55,Drilling Cost,Well Cost,Services,Welding Service,active_day_rate,active_operational_day,17.958333,644.070360,11566.430000,6000.000000,18.229167,0.270833,17.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,822
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-56,DRJ-56,Drilling Cost,Well Cost,Services,Welding Service,active_day_rate,active_operational_day,50.229167,410.478836,20618.010000,6500.000000,50.312500,0.083333,50.229167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,823
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,DRJ-57,DRJ-57,Drilling Cost,Well Cost,Services,Welding Service,active_day_rate,active_operational_day,18.833333,513.482664,9670.590000,6000.000000,18.854167,0.020833,18.833333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,824
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Support Cost,Well Insurance,Well Insurance,Insurance,campaign_scope_benchmark,campaign,1.000000,196078.030000,196078.030000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,837
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Support Cost,Well Testing,Well Testing,Well Testing,campaign_scope_benchmark,campaign,1.000000,494955.410000,494955.410000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,838
DARAJAT,DARAJAT_2023_2024,E530-30101-D235301,DRJ - 2024,2024,General,,Support Cost,Wellsite Geologist (WSG),Wellsite Geologist (WSG),Wellsite Geologist (WSG),campaign_scope_benchmark,campaign,1.000000,110325.800000,110325.800000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,839
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,General,,Surface Facilities Cost,Conductor Casing Installation & Material,Conductor Casing Installation & Material,Others,campaign_scope_benchmark,campaign,1.000000,73521.980000,73521.980000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,486
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,General,,Surface Facilities Cost,Conductor Casing Installation & Material,Service,Service,campaign_scope_benchmark,campaign,1.000000,844257.090000,844257.090000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,487
