field,campaign_canonical,campaign_code,campaign_raw,campaign_year,well_raw,well_canonical,level_2,level_3,level_4,level_5,pricing_basis,unit_price_basis,quantity_value,unit_price_usd,actual_cost_usd,actual_depth_ft,actual_days,npt_days,active_operational_days,data_quality_flag,source_workbook,source_sheet,source_row_key
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Casing Installation,active_day_rate,active_operational_day,21.989583,2456.894703,54026.090000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,410
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Casing Installation,active_day_rate,active_operational_day,8.916667,6109.159398,54473.340000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,411
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Casing Installation,active_day_rate,active_operational_day,21.958333,3321.769918,72940.530000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,412
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,17.135417,52587.739184,901112.840000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,413
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,18.270833,23875.312089,436221.840000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,414
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,21.989583,15349.804951,337535.810000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,415
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,8.916667,39907.413835,355841.120000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,416
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,"Cement, Cementing & Pump Fees",active_day_rate,active_operational_day,21.958333,21903.762913,480970.120000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,417
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,17.135417,65377.266862,1120266.730000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,418
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,18.270833,28977.795375,529448.460000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,419
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,21.989583,27783.995722,610958.480000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,420
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,8.916667,39608.976089,353180.050000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,421
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Contract Rig,active_day_rate,active_operational_day,21.958333,28507.834816,625984.530000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,422
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,17.135417,25527.685145,437427.530000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,423
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,18.270833,12276.544260,224302.690000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,424
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,21.989583,11912.373236,261948.120000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,425
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,8.916667,18654.201172,166333.300000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,426
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Directional Drilling & Surveys,active_day_rate,active_operational_day,21.958333,11844.494297,260085.350000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,427
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,17.135417,1086.756745,18622.030000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,428
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,18.270833,475.284843,8683.850000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,429
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,21.989583,435.902309,9585.310000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,430
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,"Drilling Safety, Health & Environment",active_day_rate,active_operational_day,21.958333,442.190215,9709.760000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,431
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,Equipment Rental,active_day_rate,active_operational_day,17.135417,28537.231396,488997.360000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,432
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,Equipment Rental,active_day_rate,active_operational_day,18.270833,13618.002529,248812.250000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,433
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Equipment Rental,active_day_rate,active_operational_day,21.989583,20880.086266,459144.390000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,434
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Equipment Rental,active_day_rate,active_operational_day,8.916667,19799.052718,176541.560000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,435
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Equipment Rental,active_day_rate,active_operational_day,21.958333,13870.982829,304583.660000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,436
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,17.135417,7284.068430,124815.550000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,437
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,18.270833,2031.833469,37123.290000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,438
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,21.989583,2914.069812,64079.180000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,439
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,8.916667,53.797007,479.690000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,440
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Land Transportation,active_day_rate,active_operational_day,21.958333,2692.507669,59122.980000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,441
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,17.135417,2249.259531,38542.000000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,442
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,18.270833,999.954408,18270.000000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,443
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,21.989583,1003.293241,22062.000000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,444
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,8.916667,1401.869106,12500.000000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,445
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Mud Logging Service,active_day_rate,active_operational_day,21.958333,1001.487681,21991.000000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,446
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,17.135417,32328.099748,553955.470000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,447
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,18.270833,20818.382501,380369.190000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,448
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,21.989583,9819.031129,215916.400000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,449
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,8.916667,18318.763054,163342.310000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,450
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,"Mud, Chemical and Engineering Service",active_day_rate,active_operational_day,21.958333,17754.767177,389865.090000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,451
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,17.135417,562.194664,9633.440000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,452
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,18.270833,743.180675,13578.530000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,453
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,21.989583,555.626726,12218.000000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,454
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,8.916667,1556.083680,13875.080000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,455
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Other Transportation,active_day_rate,active_operational_day,21.958333,653.955835,14359.780000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,456
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,17.135417,19810.645402,339463.670000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,457
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,18.270833,12854.735195,234866.720000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,458
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,21.989583,8247.241432,181353.400000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,459
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,8.916667,30927.029124,275766.020000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,460
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Others,active_day_rate,active_operational_day,21.958333,14654.545498,321789.390000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,461
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,17.135417,58.358661,1000.000000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,462
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,18.270833,33.277082,608.000000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,463
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,21.989583,30.105164,662.000000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,464
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,8.916667,46.654204,416.000000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,465
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Service Lines & Communication,active_day_rate,active_operational_day,21.958333,85.485087,1877.110000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,466
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-08,AWI 16-8,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,17.135417,7966.501778,136509.330000,5000.000000,17.250000,0.114583,17.135417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,467
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 16-09,AWI 16-9,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,18.270833,2805.941579,51266.890000,5379.000000,18.270833,0.000000,18.270833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,468
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-05,AWI 21-5,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,21.989583,2933.534483,64507.200000,4685.000000,22.062500,0.072917,21.989583,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,469
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,Awi 21-06,AWI 21-6,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,8.916667,3518.948280,31377.290000,4918.000000,8.916667,0.000000,8.916667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,470
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,AWI 9-10,AWI 9-10,Drilling Cost,Well Cost,Services,Supervision,active_day_rate,active_operational_day,21.958333,2524.637458,55436.830000,8919.000000,22.000000,0.041667,21.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,471
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,General,,Support Cost,Well Insurance,Well Insurance,Insurance,campaign_scope_benchmark,campaign,1.000000,281675.050000,281675.050000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,483
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,General,,Support Cost,Well Testing,Well Testing,Well Testing,campaign_scope_benchmark,campaign,1.000000,339981.580000,339981.580000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,484
SALAK,SALAK_2021,E540-30101-D20001,SLK - 2021,2021,General,,Support Cost,Wellsite Geologist (WSG),Wellsite Geologist (WSG),Wellsite Geologist (WSG),campaign_scope_benchmark,campaign,1.000000,88740.030000,88740.030000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,485
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Conductor Casing Installation & Material,Conductor Casing Installation & Material,Material,campaign_scope_benchmark,campaign,1.000000,677988.380000,677988.380000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1128
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Conductor Casing Installation & Material,Conductor Casing Installation & Material,Service,campaign_scope_benchmark,campaign,1.000000,1165594.540000,1165594.540000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1129
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Contingency,Contingency,Contingency,Contingency,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,854
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,Drilling Facilities Support,Drilling Facilities Support,Drilling Facilities Support,campaign_scope_benchmark,campaign,1.000000,475455.580000,475455.580000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1115
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,Drilling Operation Water Support,Drilling Operation Water Support,Drilling Operation Water Support,campaign_scope_benchmark,campaign,1.000000,320332.000000,320332.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1116
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Drilling Cost,Explosive,Explosive,Explosive,campaign_scope_benchmark,campaign,1.000000,142754.250000,142754.250000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,855
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,IT & Communication,Hardware Supply,Hardware Supply,campaign_scope_benchmark,campaign,1.000000,4000.060000,4000.060000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1117
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,IT & Communication,Internet and IT Support Service,Internet and IT Support Service,campaign_scope_benchmark,campaign,1.000000,5138.140000,5138.140000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1118
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Drilling Cost,LIH,LIH,LIH,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,856
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Drilling Cost,Logging Cost,Logging Cost,Logging Cost,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,857
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,New Rig Pavement,Construction,New Rig Pavement,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1130
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,PGPA & Security,PGPA,PGPA,campaign_scope_benchmark,campaign,1.000000,113196.240000,113196.240000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1119
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,PGPA & Security,Security,Security,campaign_scope_benchmark,campaign,1.000000,23682.080000,23682.080000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1120
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,Project Management Cost,Project Management Cost,Project Management Cost,campaign_scope_benchmark,campaign,1.000000,13129.990000,13129.990000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1121
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Drilling Cost,Rig Mobilization,Rig Mobilization,Rig Mobilization,campaign_scope_benchmark,campaign,1.000000,2472778.980000,2472778.980000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,858
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Drilling Cost,Rig Move,Interpad Move,Rig Move,campaign_scope_benchmark,campaign,1.000000,985714.210000,985714.210000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,859
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Drilling Cost,Rig Move,Services,Rig Move,campaign_scope_benchmark,campaign,1.000000,709217.510000,709217.510000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,860
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Drilling Cost,Rig Move,Skid Moving,Rig Move,campaign_scope_benchmark,campaign,1.000000,830091.900000,830091.900000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,861
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Drilling Cost,Rig Skid,Skid Moving,Rig Skid,campaign_scope_benchmark,campaign,1.000000,274554.310000,274554.310000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,862
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Road & Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,737235.370000,737235.370000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1131
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Road & Pad,Engineering,Engineering,campaign_scope_benchmark,campaign,1.000000,67334.700000,67334.700000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1132
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,SHE,Drill Cutting,Drill Cutting - Transport & Process,campaign_scope_benchmark,campaign,1.000000,373275.990000,373275.990000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1122
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,SHE,Environmental Monitoring,Sampling and Lab Analysis,campaign_scope_benchmark,campaign,1.000000,6855.030000,6855.030000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1123
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Support Cost,SHE,Hazardous Waste,Hazardous Waste,campaign_scope_benchmark,campaign,1.000000,951.750000,951.750000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1124
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Special Requirement Existing Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,0.000000,0.000000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1133
